BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
BODY ARMOUR (STR/INT),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,#% increased Armour and Energy Shield,Interpermeated,Inspired,Interpolated,Inculcated,Infused,Instilled,Ingrained,Infixed,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield, #% increased Armour and Energy Shield",Grand,Paladin's,Crusader's,Inquisitor's,Noble's,Faithful,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Life",Prophet's,Visionary's,Haruspex's,Druid's,Auspex's,Augur's,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",Godly,Saintly,Consecrated,Beatified,Hallowed,Sanctified,Anointed,Blessed,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,# to maximum Life,Prime,Rapturous,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,Body Armour
BODY ARMOUR (STR/INT),PREFIX,# to Spirit,Queen's,Princess',Duchess',Countess',Marchioness',Viscountess',Baronness',Lady's,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# Life Regeneration per second,of the Phoenix,of Immortality,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Duration of Bleeding on You,of Staunching,of Assuaging,of Allaying,of Alleviation,of Sealing,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Ignite Duration on you,of Dousing,of Quenching,of Quelling,of Quashing,of Damping,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Poison Duration on you,of the Antidote,of the Panacea,of the Cure,of the Remedy,of the Antitoxin,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% faster start of Energy Shield Recharge,of Anticipation,of Excitement,of Motivation,of Fretfulness,of Restlessness,of Impatience,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,of Thermokryptance,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,#% increased Armour and Evasion,Victor's,Legend's,Hero's,Duelist's,Gladiator's,Fencer's,Brawler's,Scrapper's,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating, #% increased Armour and Evasion",Centurion's,Knight's,Warrior's,Veteran's,Fighter's,Swordsman's,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Life",Predator's,Aggressor's,Assailant's,Brute's,Thug's,Bully's,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",Versatile,Adaptable,Resilient,Sturdy,Durable,Flexible,Pliant,Supple,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to maximum Life,Prime,Rapturous,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to Spirit,Queen's,Princess',Duchess',Countess',Marchioness',Viscountess',Baronness',Lady's,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# Life Regeneration per second,of the Phoenix,of Immortality,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Duration of Bleeding on You,of Staunching,of Assuaging,of Allaying,of Alleviation,of Sealing,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Ignite Duration on you,of Dousing,of Quenching,of Quelling,of Quashing,of Damping,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Poison Duration on you,of the Antidote,of the Panacea,of the Cure,of the Remedy,of the Antitoxin,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,of Thermokryptance,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Warping,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,Body Armour
SHIELD (STR),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Shield
SHIELD (STR),PREFIX,#% increased Armour,Impenetrable,Impregnable,Girded,Thickened,Buttressed,Lobstered,Layered,Reinforced,,,,,,Shield
SHIELD (STR),PREFIX,"#% increased Armour, # to Stun Threshold",Mammoth's,Elephant's,Rhino's,Armadillo's,Crab's,Beetle's,,,,,,,,Shield
SHIELD (STR),PREFIX,#% increased Block chance,Adamant,Unrelenting,Steadfast,,,,,,,,,,,Shield
SHIELD (STR),PREFIX,# to Armour,Unmoving,Abating,Enveloped,Encased,Carapaced,Plated,Fortified,Ribbed,Studded,Lacquered,,,,Shield
SHIELD (STR),PREFIX,# to maximum Life,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,Shield
SHIELD (STR),SUFFIX,#% additional Physical Damage Reduction,of the Conservator,of the Protector,of the Sentry,of the Custodian,of the Watchman,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Shield
SHIELD (STR),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Shield
SHIELD (STR),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Shield
SHIELD (STR),SUFFIX,#% to all Maximum Elemental Resistances,of the Everlasting,of the Deathless,,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Maximum Chaos Resistance,of Harmony,of Concord,of Regularity,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Maximum Cold Resistance,of the Mammoth,of the Tundra,of Furs,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Maximum Fire Resistance,of the Solar Storm,of the Molten Core,of the Bushfire,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Maximum Lightning Resistance,of the Lightning Rod,of Shockproofing,of Impedance,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% of Armour also applies to Elemental Damage,of Thermokryptance,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,Shield
BUCKLER,PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Buckler
BUCKLER,PREFIX,#% increased Block chance,Adamant,Unrelenting,Steadfast,,,,,,,,,,,Buckler
BUCKLER,PREFIX,#% increased Evasion Rating,Illusion's,Mirage's,Nightmare's,Phantasm's,Wraith's,Spectre's,Ghost's,Shade's,,,,,,Buckler
BUCKLER,PREFIX,"#% increased Evasion Rating, # to Stun Threshold",Hummingbird's,Dragonfly's,Wasp's,Butterfly's,Moth's,Mosquito's,,,,,,,,Buckler
BUCKLER,PREFIX,# to Evasion Rating,Lissome,Adroit,Elusory,Vaporous,Phased,Blurred,Fleet,Acrobat's,Dancer's,Agile,,,,Buckler
BUCKLER,PREFIX,# to maximum Life,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,Buckler
BUCKLER,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Buckler
BUCKLER,SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Buckler
BUCKLER,SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Buckler
BUCKLER,SUFFIX,#% to all Maximum Elemental Resistances,of the Everlasting,of the Deathless,,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Buckler
BUCKLER,SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Buckler
BUCKLER,SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Buckler
BUCKLER,SUFFIX,#% to Maximum Chaos Resistance,of Harmony,of Concord,of Regularity,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Maximum Cold Resistance,of the Mammoth,of the Tundra,of Furs,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Maximum Fire Resistance,of the Solar Storm,of the Molten Core,of the Bushfire,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Maximum Lightning Resistance,of the Lightning Rod,of Shockproofing,of Impedance,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Warping,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,Buckler
SHIELD (STR/INT),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Shield
SHIELD (STR/INT),PREFIX,#% increased Armour and Energy Shield,Interpermeated,Inspired,Interpolated,Inculcated,Infused,Instilled,Ingrained,Infixed,,,,,,Shield
SHIELD (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to Stun Threshold",Sentinel's,Warden's,Guardian's,Keeper's,Protector's,Defender's,,,,,,,,Shield
SHIELD (STR/INT),PREFIX,#% increased Block chance,Adamant,Unrelenting,Steadfast,,,,,,,,,,,Shield
SHIELD (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",Saintly,Consecrated,Beatified,Hallowed,Sanctified,Anointed,Blessed,,,,,,,Shield
SHIELD (STR/INT),PREFIX,# to maximum Life,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,Shield
SHIELD (STR/INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Shield
SHIELD (STR/INT),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Shield
SHIELD (STR/INT),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to all Elemental Resistances,of the Span,of the Rainbow,of Variegation,of the Kaleidoscope,of the Prism,of the Crystal,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to all Maximum Elemental Resistances,of the Everlasting,of the Deathless,,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Maximum Chaos Resistance,of Harmony,of Concord,of Regularity,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Maximum Cold Resistance,of the Mammoth,of the Tundra,of Furs,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Maximum Fire Resistance,of the Solar Storm,of the Molten Core,of the Bushfire,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Maximum Lightning Resistance,of the Lightning Rod,of Shockproofing,of Impedance,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% increased Energy Shield Recharge Rate,of Suffusion,of Ardour,of Buffering,of Dispersal,of Diffusion,of Enlivening,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,of Thermokryptance,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,#% increased Armour and Evasion,Victor's,Legend's,Hero's,Duelist's,Gladiator's,Fencer's,Brawler's,Scrapper's,,,,,,Shield
SHIELD (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to Stun Threshold",Warlord's,General's,Marshal's,Magnate's,Commander's,Captain's,,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,#% increased Block chance,Adamant,Unrelenting,Steadfast,,,,,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",Adaptable,Resilient,Sturdy,Durable,Flexible,Pliant,Supple,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,# to maximum Life,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,Shield
SHIELD (STR/DEX),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to all Maximum Elemental Resistances,of the Everlasting,of the Deathless,,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Maximum Chaos Resistance,of Harmony,of Concord,of Regularity,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Maximum Cold Resistance,of the Mammoth,of the Tundra,of Furs,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Maximum Fire Resistance,of the Solar Storm,of the Molten Core,of the Bushfire,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Maximum Lightning Resistance,of the Lightning Rod,of Shockproofing,of Impedance,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,Hits against you have #% reduced Critical Damage Bonus,of the Bastion,of Obstruction,of Interference,of Deadening,of Dulling,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,of Thermokryptance,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Warping,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,Shield
BELT,PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Belt
BELT,PREFIX,#% increased Charm Effect Duration,Revolutionary,Innovative,Progressive,Transformative,Conservative,,,,,,,,,Belt
BELT,PREFIX,#% increased Flask Life Recovery rate,Regenerating,Rejuvenating,Refreshing,Renewing,Recovering,Restoring,,,,,,,,Belt
BELT,PREFIX,#% increased Flask Mana Recovery rate,Inspiring,Galvanizing,Exciting,Heartening,Stirring,Affecting,,,,,,,,Belt
BELT,PREFIX,# to Armour,Unmoving,Abating,Enveloped,Encased,Carapaced,Plated,Fortified,Ribbed,Studded,Lacquered,,,,Belt
BELT,PREFIX,# to maximum Life,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,Belt
BELT,PREFIX,# to maximum Mana,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,,Belt
BELT,SUFFIX,# Life Regeneration per second,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,,,Belt
BELT,SUFFIX,#% increased Charm Charges gained,of Abundance,of the Harvest,of Bounty,of Fertility,of Surplus,of Plenty,,,,,,,,Belt
BELT,SUFFIX,#% increased Flask Charges gained,of Overflowing,of Brimming,of Pouring,of Replenishing,of Restocking,of Refilling,,,,,,,,Belt
BELT,SUFFIX,#% reduced Charm Charges used,of Scarcity,of Economy,of Restraint,of Temperance,of Frugality,of Austerity,,,,,,,,Belt
BELT,SUFFIX,#% reduced Flask Charges used,of Nourishing,of Reveling,of Savouring,of Relishing,of Imbibing,of Sipping,,,,,,,,Belt
BELT,SUFFIX,# to Strength,of the Gods,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,Belt
BELT,SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Belt
BELT,SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Belt
BELT,SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Belt
BELT,SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Belt
BELT,SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Belt
RING,PREFIX,#% increased Chaos Damage,Vile,Malignant,Darkened,Clouded,Tainted,Impure,,,,,,,,Ring
RING,PREFIX,#% increased Cold Damage,Crystalline,Hailing,Snowy,Alpine,Biting,Bitter,,,,,,,,Ring
RING,PREFIX,#% increased Fire Damage,Magmatic,Volcanic,Cauterising,Blistering,Sizzling,Searing,,,,,,,,Ring
RING,PREFIX,#% increased Lightning Damage,Smiting,Striking,Coursing,Bolting,Hissing,Charged,,,,,,,,Ring
RING,PREFIX,#% increased Rarity of Items found,Hoarder's,Collector's,Magpie's,,,,,,,,,,,Ring
RING,PREFIX,# to Accuracy Rating,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,,Ring
RING,PREFIX,# to Evasion Rating,Adroit,Elusory,Vaporous,Phased,Blurred,Fleet,Acrobat's,Dancer's,Agile,,,,,Ring
RING,PREFIX,# to maximum Life,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,,,Ring
RING,PREFIX,# to maximum Mana,Zaffre,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,Ring
RING,PREFIX,Adds # to # Cold damage to Attacks,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Ring
RING,PREFIX,Adds # to # Fire damage to Attacks,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Ring
RING,PREFIX,Adds # to # Lightning damage to Attacks,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Ring
RING,PREFIX,Adds # to # Physical Damage to Attacks,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Ring
RING,SUFFIX,# Life Regeneration per second,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,,,,,Ring
RING,SUFFIX,#% increased Cast Speed,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,,,,Ring
RING,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Ring
RING,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Ring
RING,SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Ring
RING,SUFFIX,# to all Attributes,of the Comet,of the Meteor,of the Sky,of the Clouds,,,,,,,,,,Ring
RING,SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Ring
RING,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Ring
RING,SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Ring
RING,SUFFIX,#% to all Elemental Resistances,of the Rainbow,of Variegation,of the Kaleidoscope,of the Prism,of the Crystal,,,,,,,,,Ring
RING,SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Ring
RING,SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Ring
