BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
TWO HAND MACE,PREFIX,Adds # to # Fire Damage,LocalAddedFireDamageTwoHand10,LocalAddedFireDamageTwoHand9,LocalAddedFireDamageTwoHand8_,LocalAddedFireDamageTwoHand7,LocalAddedFireDamageTwoHand6,LocalAddedFireDamageTwoHand5,LocalAddedFireDamageTwoHand4,LocalAddedFireDamageTwoHand3,LocalAddedFireDamageTwoHand2,LocalAddedFireDamageTwoHand1,,,,Two Hand Mace
TWO HAND MACE,PREFIX,Adds # to # Lightning Damage,LocalAddedLightningDamageTwoHand10,LocalAddedLightningDamageTwoHand9,LocalAddedLightningDamageTwoHand8,LocalAddedLightningDamageTwoHand7,LocalAddedLightningDamageTwoHand6,LocalAddedLightningDamageTwoHand5,LocalAddedLightningDamageTwoHand4,LocalAddedLightningDamageTwoHand3,LocalAddedLightningDamageTwoHand2,LocalAddedLightningDamageTwoHand1_,,,,Two Hand Mace
TWO HAND MACE,PREFIX,Adds # to # Physical Damage,LocalAddedPhysicalDamageTwoHand9,LocalAddedPhysicalDamageTwoHand8,LocalAddedPhysicalDamageTwoHand7,LocalAddedPhysicalDamageTwoHand6,LocalAddedPhysicalDamageTwoHand5,LocalAddedPhysicalDamageTwoHand4,LocalAddedPhysicalDamageTwoHand3,LocalAddedPhysicalDamageTwoHand2,LocalAddedPhysicalDamageTwoHand1,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% increased Attack Speed,LocalIncreasedAttackSpeed8,LocalIncreasedAttackSpeed7,LocalIncreasedAttackSpeed6,LocalIncreasedAttackSpeed5,LocalIncreasedAttackSpeed4,LocalIncreasedAttackSpeed3,LocalIncreasedAttackSpeed2,LocalIncreasedAttackSpeed1,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",LocalLightRadiusAndAccuracy3,LocalLightRadiusAndAccuracy2,LocalLightRadiusAndAccuracy1,,,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% increased Stun Duration,StunDuration6,StunDuration5,StunDuration4,StunDuration3,StunDuration2,StunDuration1,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,# to Level of all Melee Skills,GlobalMeleeSkillGemLevelTwoHandWeapon5,GlobalMeleeSkillGemLevelTwoHandWeapon4,GlobalMeleeSkillGemLevelTwoHandWeapon3,GlobalMeleeSkillGemLevelTwoHandWeapon2,GlobalMeleeSkillGemLevelTwoHandWeapon1,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,# to Strength,Strength8,Strength7,Strength6,Strength5,Strength4,Strength3,Strength2,Strength1,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% to Critical Damage Bonus,LocalCriticalMultiplier6,LocalCriticalMultiplier5,LocalCriticalMultiplier4,LocalCriticalMultiplier3,LocalCriticalMultiplier2,LocalCriticalMultiplier1,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% to Critical Hit Chance,LocalCriticalStrikeChance6,LocalCriticalStrikeChance5,LocalCriticalStrikeChance4,LocalCriticalStrikeChance3,LocalCriticalStrikeChance2,LocalCriticalStrikeChance1,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Causes #% increased Stun Buildup,StunDamageIncrease6,StunDamageIncrease5,StunDamageIncrease4,StunDamageIncrease3,StunDamageIncrease2,StunDamageIncrease1,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Gain # Life per Enemy Killed,LifeGainedFromEnemyDeath8,LifeGainedFromEnemyDeath7,LifeGainedFromEnemyDeath6,LifeGainedFromEnemyDeath5,LifeGainedFromEnemyDeath4,LifeGainedFromEnemyDeath3,LifeGainedFromEnemyDeath2,LifeGainedFromEnemyDeath1,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Gain # Mana per Enemy Killed,ManaGainedFromEnemyDeath8,ManaGainedFromEnemyDeath7,ManaGainedFromEnemyDeath6,ManaGainedFromEnemyDeath5,ManaGainedFromEnemyDeath4,ManaGainedFromEnemyDeath3,ManaGainedFromEnemyDeath2,ManaGainedFromEnemyDeath1,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Grants # Life per Enemy Hit,LifeGainPerTargetLocal4,LifeGainPerTargetLocal3,LifeGainPerTargetLocal2,LifeGainPerTargetLocal1,,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Leeches #% of Physical Damage as Life,LifeLeechLocal5,LifeLeechLocal4,LifeLeechLocal3,LifeLeechLocal2,LifeLeechLocal1,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Leeches #% of Physical Damage as Mana,ManaLeechLocal5,ManaLeechLocal4,ManaLeechLocal3,ManaLeechLocal2,ManaLeechLocal1,,,,,,,,,Two Hand Mace
ONE HAND MACE,PREFIX,#% increased Elemental Damage with Attacks,WeaponElementalDamage6_,WeaponElementalDamage5,WeaponElementalDamage4,WeaponElementalDamage3,WeaponElementalDamage2,WeaponElementalDamage1,,,,,,,,One Hand Mace
ONE HAND MACE,PREFIX,#% increased Physical Damage,LocalIncreasedPhysicalDamagePercent8,LocalIncreasedPhysicalDamagePercent7,LocalIncreasedPhysicalDamagePercent6,LocalIncreasedPhysicalDamagePercent5,LocalIncreasedPhysicalDamagePercent4,LocalIncreasedPhysicalDamagePercent3,LocalIncreasedPhysicalDamagePercent2,LocalIncreasedPhysicalDamagePercent1,,,,,,One Hand Mace
ONE HAND MACE,PREFIX,"#% increased Physical Damage, # to Accuracy Rating",LocalIncreasedPhysicalDamagePercentAndAccuracyRating8,LocalIncreasedPhysicalDamagePercentAndAccuracyRating7,LocalIncreasedPhysicalDamagePercentAndAccuracyRating6,LocalIncreasedPhysicalDamagePercentAndAccuracyRating5,LocalIncreasedPhysicalDamagePercentAndAccuracyRating4,LocalIncreasedPhysicalDamagePercentAndAccuracyRating3,LocalIncreasedPhysicalDamagePercentAndAccuracyRating2,LocalIncreasedPhysicalDamagePercentAndAccuracyRating1,,,,,,One Hand Mace
ONE HAND MACE,PREFIX,# to Accuracy Rating,LocalIncreasedAccuracy9_,LocalIncreasedAccuracy8,LocalIncreasedAccuracy7,LocalIncreasedAccuracy6,LocalIncreasedAccuracy5,LocalIncreasedAccuracy4,LocalIncreasedAccuracy3,LocalIncreasedAccuracy2,LocalIncreasedAccuracy1,,,,,One Hand Mace
ONE HAND MACE,PREFIX,Adds # to # Cold Damage,LocalAddedColdDamage10__,LocalAddedColdDamage9,LocalAddedColdDamage8,LocalAddedColdDamage7,LocalAddedColdDamage6,LocalAddedColdDamage5,LocalAddedColdDamage4,LocalAddedColdDamage3,LocalAddedColdDamage2,LocalAddedColdDamage1,,,,One Hand Mace
ONE HAND MACE,PREFIX,Adds # to # Fire Damage,LocalAddedFireDamage10_,LocalAddedFireDamage9,LocalAddedFireDamage8,LocalAddedFireDamage7,LocalAddedFireDamage6,LocalAddedFireDamage5,LocalAddedFireDamage4,LocalAddedFireDamage3,LocalAddedFireDamage2,LocalAddedFireDamage1,,,,One Hand Mace
ONE HAND MACE,PREFIX,Adds # to # Lightning Damage,LocalAddedLightningDamage10,LocalAddedLightningDamage9,LocalAddedLightningDamage8,LocalAddedLightningDamage7,LocalAddedLightningDamage6,LocalAddedLightningDamage5,LocalAddedLightningDamage4,LocalAddedLightningDamage3,LocalAddedLightningDamage2,LocalAddedLightningDamage1,,,,One Hand Mace
ONE HAND MACE,PREFIX,Adds # to # Physical Damage,LocalAddedPhysicalDamage9,LocalAddedPhysicalDamage8,LocalAddedPhysicalDamage7,LocalAddedPhysicalDamage6,LocalAddedPhysicalDamage5,LocalAddedPhysicalDamage4,LocalAddedPhysicalDamage3,LocalAddedPhysicalDamage2,LocalAddedPhysicalDamage1,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% increased Attack Speed,LocalIncreasedAttackSpeed8,LocalIncreasedAttackSpeed7,LocalIncreasedAttackSpeed6,LocalIncreasedAttackSpeed5,LocalIncreasedAttackSpeed4,LocalIncreasedAttackSpeed3,LocalIncreasedAttackSpeed2,LocalIncreasedAttackSpeed1,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",LocalLightRadiusAndAccuracy3,LocalLightRadiusAndAccuracy2,LocalLightRadiusAndAccuracy1,,,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% increased Stun Duration,StunDuration6,StunDuration5,StunDuration4,StunDuration3,StunDuration2,StunDuration1,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,# to Level of all Melee Skills,GlobalMeleeSkillGemLevelWeapon5,GlobalMeleeSkillGemLevelWeapon4,GlobalMeleeSkillGemLevelWeapon3,GlobalMeleeSkillGemLevelWeapon2,GlobalMeleeSkillGemLevelWeapon1,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,# to Strength,Strength8,Strength7,Strength6,Strength5,Strength4,Strength3,Strength2,Strength1,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% to Critical Damage Bonus,LocalCriticalMultiplier6,LocalCriticalMultiplier5,LocalCriticalMultiplier4,LocalCriticalMultiplier3,LocalCriticalMultiplier2,LocalCriticalMultiplier1,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% to Critical Hit Chance,LocalCriticalStrikeChance6,LocalCriticalStrikeChance5,LocalCriticalStrikeChance4,LocalCriticalStrikeChance3,LocalCriticalStrikeChance2,LocalCriticalStrikeChance1,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Causes #% increased Stun Buildup,StunDamageIncrease6,StunDamageIncrease5,StunDamageIncrease4,StunDamageIncrease3,StunDamageIncrease2,StunDamageIncrease1,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Gain # Life per Enemy Killed,LifeGainedFromEnemyDeath8,LifeGainedFromEnemyDeath7,LifeGainedFromEnemyDeath6,LifeGainedFromEnemyDeath5,LifeGainedFromEnemyDeath4,LifeGainedFromEnemyDeath3,LifeGainedFromEnemyDeath2,LifeGainedFromEnemyDeath1,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Gain # Mana per Enemy Killed,ManaGainedFromEnemyDeath8,ManaGainedFromEnemyDeath7,ManaGainedFromEnemyDeath6,ManaGainedFromEnemyDeath5,ManaGainedFromEnemyDeath4,ManaGainedFromEnemyDeath3,ManaGainedFromEnemyDeath2,ManaGainedFromEnemyDeath1,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Grants # Life per Enemy Hit,LifeGainPerTargetLocal4,LifeGainPerTargetLocal3,LifeGainPerTargetLocal2,LifeGainPerTargetLocal1,,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Leeches #% of Physical Damage as Life,LifeLeechLocal5,LifeLeechLocal4,LifeLeechLocal3,LifeLeechLocal2,LifeLeechLocal1,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Leeches #% of Physical Damage as Mana,ManaLeechLocal5,ManaLeechLocal4,ManaLeechLocal3,ManaLeechLocal2,ManaLeechLocal1,,,,,,,,,One Hand Mace
WAND,PREFIX,#% increased Chaos Damage,ChaosDamagePrefixOnWeapon8,ChaosDamagePrefixOnWeapon7,ChaosDamagePrefixOnWeapon6,ChaosDamagePrefixOnWeapon5,ChaosDamagePrefixOnWeapon4,ChaosDamagePrefixOnWeapon3,ChaosDamagePrefixOnWeapon2,ChaosDamagePrefixOnWeapon1,,,,,,Wand
WAND,PREFIX,#% increased Cold Damage,ColdDamagePrefixOnWeapon8,ColdDamagePrefixOnWeapon7,ColdDamagePrefixOnWeapon6,ColdDamagePrefixOnWeapon5_,ColdDamagePrefixOnWeapon4,ColdDamagePrefixOnWeapon3_,ColdDamagePrefixOnWeapon2,ColdDamagePrefixOnWeapon1,,,,,,Wand
WAND,PREFIX,#% increased Fire Damage,FireDamagePrefixOnWeapon8_,FireDamagePrefixOnWeapon7_,FireDamagePrefixOnWeapon6,FireDamagePrefixOnWeapon5_,FireDamagePrefixOnWeapon4,FireDamagePrefixOnWeapon3,FireDamagePrefixOnWeapon2,FireDamagePrefixOnWeapon1,,,,,,Wand
WAND,PREFIX,#% increased Lightning Damage,LightningDamagePrefixOnWeapon8,LightningDamagePrefixOnWeapon7,LightningDamagePrefixOnWeapon6,LightningDamagePrefixOnWeapon5,LightningDamagePrefixOnWeapon4,LightningDamagePrefixOnWeapon3,LightningDamagePrefixOnWeapon2,LightningDamagePrefixOnWeapon1_,,,,,,Wand
WAND,PREFIX,#% increased Spell Damage,SpellDamageOnWeapon8_,SpellDamageOnWeapon7,SpellDamageOnWeapon6,SpellDamageOnWeapon5,SpellDamageOnWeapon4,SpellDamageOnWeapon3,SpellDamageOnWeapon2,SpellDamageOnWeapon1,,,,,,Wand
WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",SpellDamageAndManaOnWeapon7,SpellDamageAndManaOnWeapon6,SpellDamageAndManaOnWeapon5,SpellDamageAndManaOnWeapon4,SpellDamageAndManaOnWeapon3,SpellDamageAndManaOnWeapon2,SpellDamageAndManaOnWeapon1,,,,,,,Wand
WAND,PREFIX,#% increased Spell Physical Damage,PhysicalDamagePrefixOnWeapon8,PhysicalDamagePrefixOnWeapon7,PhysicalDamagePrefixOnWeapon6,PhysicalDamagePrefixOnWeapon5,PhysicalDamagePrefixOnWeapon4,PhysicalDamagePrefixOnWeapon3,PhysicalDamagePrefixOnWeapon2,PhysicalDamagePrefixOnWeapon1,,,,,,Wand
WAND,PREFIX,# to maximum Mana,IncreasedMana11,IncreasedMana10,IncreasedMana9,IncreasedMana8,IncreasedMana7,IncreasedMana6,IncreasedMana5,IncreasedMana4,IncreasedMana3,IncreasedMana2,IncreasedMana1,,,Wand
WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,SpellDamageGainedAsCold6,SpellDamageGainedAsCold5,SpellDamageGainedAsCold4,SpellDamageGainedAsCold3,SpellDamageGainedAsCold2,SpellDamageGainedAsCold1,,,,,,,,Wand
WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,SpellDamageGainedAsFire6,SpellDamageGainedAsFire5,SpellDamageGainedAsFire4,SpellDamageGainedAsFire3,SpellDamageGainedAsFire2,SpellDamageGainedAsFire1,,,,,,,,Wand
WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,SpellDamageGainedAsLightning6,SpellDamageGainedAsLightning5,SpellDamageGainedAsLightning4,SpellDamageGainedAsLightning3,SpellDamageGainedAsLightning2,SpellDamageGainedAsLightning1,,,,,,,,Wand
WAND,SUFFIX,#% increased Cast Speed,IncreasedCastSpeed7,IncreasedCastSpeed6,IncreasedCastSpeed5,IncreasedCastSpeed4,IncreasedCastSpeed3,IncreasedCastSpeed2,IncreasedCastSpeed1,,,,,,,Wand
WAND,SUFFIX,#% increased Flammability Magnitude,IgniteChanceIncrease5,IgniteChanceIncrease4,IgniteChanceIncrease3,IgniteChanceIncrease2,IgniteChanceIncrease1,,,,,,,,,Wand
WAND,SUFFIX,#% increased chance to Shock,ShockChanceIncrease5,ShockChanceIncrease4,ShockChanceIncrease3,ShockChanceIncrease2,ShockChanceIncrease1,,,,,,,,,Wand
WAND,SUFFIX,#% increased Critical Hit Chance for Spells,SpellCriticalStrikeChance6_,SpellCriticalStrikeChance5,SpellCriticalStrikeChance4,SpellCriticalStrikeChance3,SpellCriticalStrikeChance2,SpellCriticalStrikeChance1,,,,,,,,Wand
WAND,SUFFIX,#% increased Critical Spell Damage Bonus,SpellCriticalStrikeMultiplier6,SpellCriticalStrikeMultiplier5,SpellCriticalStrikeMultiplier4,SpellCriticalStrikeMultiplier3,SpellCriticalStrikeMultiplier2,SpellCriticalStrikeMultiplier1,,,,,,,,Wand
WAND,SUFFIX,#% increased Freeze Buildup,FreezeDamageIncrease5,FreezeDamageIncrease4,FreezeDamageIncrease3,FreezeDamageIncrease2,FreezeDamageIncrease1,,,,,,,,,Wand
WAND,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",LightRadiusAndManaRegeneration3,LightRadiusAndManaRegeneration2,LightRadiusAndManaRegeneration1,,,,,,,,,,,Wand
WAND,SUFFIX,#% increased Mana Regeneration Rate,ManaRegeneration6,ManaRegeneration5,ManaRegeneration4,ManaRegeneration3,ManaRegeneration2,ManaRegeneration1,,,,,,,,Wand
WAND,SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Wand
WAND,SUFFIX,# to Intelligence,Intelligence8,Intelligence7,Intelligence6,Intelligence5,Intelligence4,Intelligence3,Intelligence2,Intelligence1,,,,,,Wand
WAND,SUFFIX,# to Level of all Chaos Spell Skills,GlobalChaosSpellGemsLevelWeapon5,GlobalChaosSpellGemsLevelWeapon4,GlobalChaosSpellGemsLevelWeapon3,GlobalChaosSpellGemsLevelWeapon2,GlobalChaosSpellGemsLevelWeapon1,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Cold Spell Skills,GlobalColdSpellGemsLevelWeapon5,GlobalColdSpellGemsLevelWeapon4,GlobalColdSpellGemsLevelWeapon3,GlobalColdSpellGemsLevelWeapon2,GlobalColdSpellGemsLevelWeapon1,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Fire Spell Skills,GlobalFireSpellGemsLevelWeapon5,GlobalFireSpellGemsLevelWeapon4,GlobalFireSpellGemsLevelWeapon3,GlobalFireSpellGemsLevelWeapon2,GlobalFireSpellGemsLevelWeapon1,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Lightning Spell Skills,GlobalLightningSpellGemsLevelWeapon5,GlobalLightningSpellGemsLevelWeapon4,GlobalLightningSpellGemsLevelWeapon3,GlobalLightningSpellGemsLevelWeapon2,GlobalLightningSpellGemsLevelWeapon1,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Physical Spell Skills,GlobalPhysicalSpellGemsLevelWeapon5,GlobalPhysicalSpellGemsLevelWeapon4,GlobalPhysicalSpellGemsLevelWeapon3,GlobalPhysicalSpellGemsLevelWeapon2,GlobalPhysicalSpellGemsLevelWeapon1,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Spell Skills,GlobalSpellGemsLevelWeapon4,GlobalSpellGemsLevelWeapon3,GlobalSpellGemsLevelWeapon2,GlobalSpellGemsLevelWeapon1,,,,,,,,,,Wand
WAND,SUFFIX,Gain # Life per Enemy Killed,LifeGainedFromEnemyDeath8,LifeGainedFromEnemyDeath7,LifeGainedFromEnemyDeath6,LifeGainedFromEnemyDeath5,LifeGainedFromEnemyDeath4,LifeGainedFromEnemyDeath3,LifeGainedFromEnemyDeath2,LifeGainedFromEnemyDeath1,,,,,,Wand
WAND,SUFFIX,Gain # Mana per Enemy Killed,ManaGainedFromEnemyDeath8,ManaGainedFromEnemyDeath7,ManaGainedFromEnemyDeath6,ManaGainedFromEnemyDeath5,ManaGainedFromEnemyDeath4,ManaGainedFromEnemyDeath3,ManaGainedFromEnemyDeath2,ManaGainedFromEnemyDeath1,,,,,,Wand
FIRE WAND,PREFIX,#% increased Fire Damage,FireDamagePrefixOnWeapon8_,FireDamagePrefixOnWeapon7_,FireDamagePrefixOnWeapon6,FireDamagePrefixOnWeapon5_,FireDamagePrefixOnWeapon4,FireDamagePrefixOnWeapon3,FireDamagePrefixOnWeapon2,FireDamagePrefixOnWeapon1,,,,,,Wand
FIRE WAND,PREFIX,#% increased Spell Damage,SpellDamageOnWeapon8_,SpellDamageOnWeapon7,SpellDamageOnWeapon6,SpellDamageOnWeapon5,SpellDamageOnWeapon4,SpellDamageOnWeapon3,SpellDamageOnWeapon2,SpellDamageOnWeapon1,,,,,,Wand
FIRE WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",SpellDamageAndManaOnWeapon7,SpellDamageAndManaOnWeapon6,SpellDamageAndManaOnWeapon5,SpellDamageAndManaOnWeapon4,SpellDamageAndManaOnWeapon3,SpellDamageAndManaOnWeapon2,SpellDamageAndManaOnWeapon1,,,,,,,Wand
FIRE WAND,PREFIX,# to maximum Mana,IncreasedMana11,IncreasedMana10,IncreasedMana9,IncreasedMana8,IncreasedMana7,IncreasedMana6,IncreasedMana5,IncreasedMana4,IncreasedMana3,IncreasedMana2,IncreasedMana1,,,Wand
FIRE WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,SpellDamageGainedAsCold6,SpellDamageGainedAsCold5,SpellDamageGainedAsCold4,SpellDamageGainedAsCold3,SpellDamageGainedAsCold2,SpellDamageGainedAsCold1,,,,,,,,Wand
FIRE WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,SpellDamageGainedAsFire6,SpellDamageGainedAsFire5,SpellDamageGainedAsFire4,SpellDamageGainedAsFire3,SpellDamageGainedAsFire2,SpellDamageGainedAsFire1,,,,,,,,Wand
FIRE WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,SpellDamageGainedAsLightning6,SpellDamageGainedAsLightning5,SpellDamageGainedAsLightning4,SpellDamageGainedAsLightning3,SpellDamageGainedAsLightning2,SpellDamageGainedAsLightning1,,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Cast Speed,IncreasedCastSpeed7,IncreasedCastSpeed6,IncreasedCastSpeed5,IncreasedCastSpeed4,IncreasedCastSpeed3,IncreasedCastSpeed2,IncreasedCastSpeed1,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Flammability Magnitude,IgniteChanceIncrease5,IgniteChanceIncrease4,IgniteChanceIncrease3,IgniteChanceIncrease2,IgniteChanceIncrease1,,,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Critical Hit Chance for Spells,SpellCriticalStrikeChance6_,SpellCriticalStrikeChance5,SpellCriticalStrikeChance4,SpellCriticalStrikeChance3,SpellCriticalStrikeChance2,SpellCriticalStrikeChance1,,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Critical Spell Damage Bonus,SpellCriticalStrikeMultiplier6,SpellCriticalStrikeMultiplier5,SpellCriticalStrikeMultiplier4,SpellCriticalStrikeMultiplier3,SpellCriticalStrikeMultiplier2,SpellCriticalStrikeMultiplier1,,,,,,,,Wand
FIRE WAND,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",LightRadiusAndManaRegeneration3,LightRadiusAndManaRegeneration2,LightRadiusAndManaRegeneration1,,,,,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Mana Regeneration Rate,ManaRegeneration6,ManaRegeneration5,ManaRegeneration4,ManaRegeneration3,ManaRegeneration2,ManaRegeneration1,,,,,,,,Wand
FIRE WAND,SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Wand
FIRE WAND,SUFFIX,# to Intelligence,Intelligence8,Intelligence7,Intelligence6,Intelligence5,Intelligence4,Intelligence3,Intelligence2,Intelligence1,,,,,,Wand
FIRE WAND,SUFFIX,# to Level of all Fire Spell Skills,GlobalFireSpellGemsLevelWeapon5,GlobalFireSpellGemsLevelWeapon4,GlobalFireSpellGemsLevelWeapon3,GlobalFireSpellGemsLevelWeapon2,GlobalFireSpellGemsLevelWeapon1,,,,,,,,,Wand
FIRE WAND,SUFFIX,# to Level of all Spell Skills,GlobalSpellGemsLevelWeapon4,GlobalSpellGemsLevelWeapon3,GlobalSpellGemsLevelWeapon2,GlobalSpellGemsLevelWeapon1,,,,,,,,,,Wand
FIRE WAND,SUFFIX,Gain # Life per Enemy Killed,LifeGainedFromEnemyDeath8,LifeGainedFromEnemyDeath7,LifeGainedFromEnemyDeath6,LifeGainedFromEnemyDeath5,LifeGainedFromEnemyDeath4,LifeGainedFromEnemyDeath3,LifeGainedFromEnemyDeath2,LifeGainedFromEnemyDeath1,,,,,,Wand
FIRE WAND,SUFFIX,Gain # Mana per Enemy Killed,ManaGainedFromEnemyDeath8,ManaGainedFromEnemyDeath7,ManaGainedFromEnemyDeath6,ManaGainedFromEnemyDeath5,ManaGainedFromEnemyDeath4,ManaGainedFromEnemyDeath3,ManaGainedFromEnemyDeath2,ManaGainedFromEnemyDeath1,,,,,,Wand
ICE WAND,PREFIX,#% increased Cold Damage,ColdDamagePrefixOnWeapon8,ColdDamagePrefixOnWeapon7,ColdDamagePrefixOnWeapon6,ColdDamagePrefixOnWeapon5_,ColdDamagePrefixOnWeapon4,ColdDamagePrefixOnWeapon3_,ColdDamagePrefixOnWeapon2,ColdDamagePrefixOnWeapon1,,,,,,Wand
ICE WAND,PREFIX,#% increased Spell Damage,SpellDamageOnWeapon8_,SpellDamageOnWeapon7,SpellDamageOnWeapon6,SpellDamageOnWeapon5,SpellDamageOnWeapon4,SpellDamageOnWeapon3,SpellDamageOnWeapon2,SpellDamageOnWeapon1,,,,,,Wand
ICE WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",SpellDamageAndManaOnWeapon7,SpellDamageAndManaOnWeapon6,SpellDamageAndManaOnWeapon5,SpellDamageAndManaOnWeapon4,SpellDamageAndManaOnWeapon3,SpellDamageAndManaOnWeapon2,SpellDamageAndManaOnWeapon1,,,,,,,Wand
ICE WAND,PREFIX,# to maximum Mana,IncreasedMana11,IncreasedMana10,IncreasedMana9,IncreasedMana8,IncreasedMana7,IncreasedMana6,IncreasedMana5,IncreasedMana4,IncreasedMana3,IncreasedMana2,IncreasedMana1,,,Wand
ICE WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,SpellDamageGainedAsCold6,SpellDamageGainedAsCold5,SpellDamageGainedAsCold4,SpellDamageGainedAsCold3,SpellDamageGainedAsCold2,SpellDamageGainedAsCold1,,,,,,,,Wand
ICE WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,SpellDamageGainedAsFire6,SpellDamageGainedAsFire5,SpellDamageGainedAsFire4,SpellDamageGainedAsFire3,SpellDamageGainedAsFire2,SpellDamageGainedAsFire1,,,,,,,,Wand
ICE WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,SpellDamageGainedAsLightning6,SpellDamageGainedAsLightning5,SpellDamageGainedAsLightning4,SpellDamageGainedAsLightning3,SpellDamageGainedAsLightning2,SpellDamageGainedAsLightning1,,,,,,,,Wand
ICE WAND,SUFFIX,#% increased Cast Speed,IncreasedCastSpeed7,IncreasedCastSpeed6,IncreasedCastSpeed5,IncreasedCastSpeed4,IncreasedCastSpeed3,IncreasedCastSpeed2,IncreasedCastSpeed1,,,,,,,Wand
ICE WAND,SUFFIX,#% increased Freeze Buildup,FreezeDamageIncrease5,FreezeDamageIncrease4,FreezeDamageIncrease3,FreezeDamageIncrease2,FreezeDamageIncrease1,,,,,,,,,Wand
ICE WAND,SUFFIX,#% increased Critical Hit Chance for Spells,SpellCriticalStrikeChance6_,SpellCriticalStrikeChance5,SpellCriticalStrikeChance4,SpellCriticalStrikeChance3,SpellCriticalStrikeChance2,SpellCriticalStrikeChance1,,,,,,,,Wand
